budget,id,popularity,release_date,revenue,runtime,title,vote_average
6000000,16158,4.414077,1999-07-16,25059640.0,106.0,The Wood,7.1
4000000,133575,1.074248,1999-07-16,0.0,100.0,The Velocity of Gary,4.2
30000000,620,22.089729,1984-06-07,295212467.0,107.0,Ghostbusters,7.3
37000000,2978,16.414239,1989-06-15,215394738.0,108.0,Ghostbusters II,6.3
10000000,10490,6.396767,1999-07-23,10571408.0,98.0,Drop Dead Gorgeous,6.5
80000000,11618,8.967638,1999-07-23,91188905.0,113.0,The Haunting,5.2
75000000,332,11.677244,1999-07-23,0.0,78.0,Inspector Gadget,4.3
450000,1812,2.493289,1999-07-23,2049595.0,89.0,Trick,6.7
60000000,8914,7.493615,1999-07-28,73648228.0,105.0,Deep Blue Sea,5.6
68000000,9824,10.466306,1999-08-06,29762011.0,121.0,Mystery Men,5.7
70000000,4806,8.919469,1999-07-30,309457509.0,116.0,Runaway Bride,5.8
320000,247,10.223264,1956-05-08,0.0,85.0,The Killing,7.7
75000,10056,6.107034,1955-09-21,0.0,67.0,Killer's Kiss,6.2
12000000,967,11.110376,1960-10-06,60000000.0,197.0,Spartacus,7.3
2000000,802,9.551293,1962-06-13,9250000.0,153.0,Lolita,7.3
11000000,3175,14.003467,1975-12-18,20000000.0,184.0,Barry Lyndon,7.7
1884000,21185,7.368928,1988-08-05,1883811.0,99.0,Vibes,6.0
25000000,10136,8.236472,1986-12-12,79817939.0,94.0,The Golden Child,5.6
15000000,873,11.573562,1985-12-18,146292009.0,154.0,The Color Purple,7.7
2000000,108312,0.910047,1986-12-24,1301121.0,111.0,Native Son,2.0
24500000,11416,11.241995,1986-09-29,17218023.0,126.0,The Mission,7.1
25000000,10776,7.409179,1986-12-19,38748395.0,94.0,Little Shop of Horrors,6.7
30000,24452,4.327466,1960-09-14,0.0,70.0,The Little Shop of Horrors,6.2
16000000,30890,8.782912,1987-01-30,0.0,90.0,Radio Days,7.0
13000000,16406,3.960622,1999-08-04,27500000.0,94.0,Dick,5.7
70000000,10386,15.441459,1999-08-06,23159305.0,86.0,The Iron Giant,7.6
40000000,745,18.449169,1999-08-06,672806292.0,107.0,The Sixth Sense,7.7
48000000,913,10.961226,1999-08-06,124305181.0,113.0,The Thomas Crown Affair,6.7
4300000,912,9.444818,1968-06-19,0.0,102.0,The Thomas Crown Affair,6.9
55000000,11353,7.169508,1999-08-12,0.0,97.0,Bowfinger,6.0
25000000,17707,6.570918,1999-08-13,13000000.0,100.0,Brokedown Palace,6.2
6500000,9781,6.074832,1999-08-13,4217115.0,95.0,Detroit Rock City,6.7
6400000,48781,7.506958,1995-10-20,6.0,86.0,Never Talk to Strangers,4.7
350000,29056,4.817514,1963-01-25,1499275.0,86.0,The Raven,6.3
250000,26857,2.28087,1959-07-29,0.0,82.0,The Tingler,6.4
200000,28501,4.392322,1961-08-12,2000000.0,80.0,The Pit and the Pendulum,6.9
6800000,10766,10.235373,1978-06-09,26518355.0,107.0,Damien: Omen II,6.1
3500000,813,13.063203,1980-07-02,83453539.0,88.0,Airplane!,7.1
22000000,9406,7.145784,1997-12-25,26570463.0,105.0,An American Werewolf in Paris,5.3
15000000,11153,7.747432,1983-07-28,61399552.0,98.0,National Lampoon's Vacation,7.1
18000000,2280,9.562292,1988-06-03,151668774.0,104.0,Big,6.9
23000000,10396,6.399977,1988-12-02,0.0,115.0,Tequila Sunrise,6.0
45000000,9944,8.708306,1993-12-16,195268056.0,141.0,The Pelican Brief,6.3
13000000,10342,8.345784,1999-08-11,8946237.0,96.0,Teaching Mrs. Tingle,5.3
45000000,10366,7.805145,1999-08-05,10667893.0,82.0,Universal Soldier: The Return,4.2
23000000,9349,8.035769,1992-07-10,0.0,102.0,Universal Soldier,5.8
7000000,22314,1.615319,1999-08-25,14011454.0,97.0,In Too Deep,6.3
40000000,9096,7.431005,1992-02-07,0.0,106.0,Medicine Man,5.8
160000000,1911,10.308026,1999-08-27,61698899.0,102.0,The 13th Warrior,6.4
75000000,2900,14.705865,1999-08-26,19598588.0,109.0,The Astronaut's Wife,5.5
70000000,17709,4.431577,1999-08-27,0.0,77.0,Dudley Do-Right,3.8
70000000,2162,3.062626,1999-09-01,11263966.0,101.0,Chill Factor,5.3
7000000,14578,3.10924,1999-08-16,7292175.0,96.0,Outside Providence,5.6
29000000,10307,9.304144,1999-09-10,50041732.0,103.0,Stigmata,6.0
12000000,11601,5.875606,1999-09-10,21133087.0,99.0,Stir of Echoes,6.5
6000000,26522,12.019262,1984-09-14,21821347.0,101.0,A Soldier's Story,6.2
340000,23761,3.274172,1976-11-13,0.0,98.0,Alice Sweet Alice,6.4
15000000,14,20.726578,1999-09-15,356296601.0,122.0,American Beauty,7.9
1200000,24128,2.359569,1984-11-16,4978922.0,88.0,Stop Making Sense,8.7
65000000,11001,6.229424,1999-09-17,117758500.0,93.0,Blue Streak,6.1
50000000,10390,4.950061,1999-09-17,0.0,137.0,For Love of the Game,6.3
17500000,9453,11.157288,1979-01-21,23438120.0,156.0,Caligula,5.3
560000,704,5.719266,1964-07-06,12299668.0,88.0,A Hard Day's Night,7.3
1200000,24153,2.017413,1978-05-18,14363400.0,113.0,The Buddy Holly Story,7.5
9000000,11797,7.472509,1985-08-02,24922237.0,106.0,Fright Night,6.9
2000000,10669,8.476681,1972-07-30,46122355.0,109.0,Deliverance,7.2
11000000,11527,8.800455,1981-04-10,34967437.0,140.0,Excalibur,7.1
28000000,28032,13.856199,1994-03-30,11373501.0,87.0,Thumbelina,6.1
5000000,11326,6.335814,1975-03-19,34251525.0,111.0,Tommy,6.5
15000000,10974,7.278549,1986-08-16,0.0,88.0,Armour of God,6.8
70000000,10398,10.876463,1999-09-24,177841558.0,105.0,Double Jeopardy,6.2
2600000,60994,4.004968,1999-09-04,614202.0,104.0,Guinevere,5.9
8000000,14429,4.606395,1999-10-01,22593409.0,91.0,Drive Me Crazy,5.8
28000000,15198,4.512767,1999-10-01,8888143.0,119.0,"Mystery, Alaska",6.0
75000000,6415,12.287636,1999-09-27,108000000.0,114.0,Three Kings,6.6
1700000,24066,2.939685,1999-12-03,1943649.0,98.0,"Happy, Texas",5.5
15000000,10349,13.412785,1993-04-23,10611160.0,122.0,The Dark Half,5.4
7000000,29787,8.120652,1988-07-29,5344577.0,113.0,Monkey Shines,6.2
300000,9638,6.609336,1979-03-28,11988469.0,89.0,Phantasm,6.5
5000000,10576,6.370495,1983-06-03,34725000.0,113.0,Psycho II,6.0
64000000,12618,4.140398,1999-10-08,74608570.0,133.0,Random Hearts,5.3
2000000,226,6.536006,1999-09-02,11540607.0,118.0,Boys Don't Cry,7.2
10000000,10388,7.807741,1999-05-15,3193102.0,89.0,The Limey,6.6
6200000,9346,6.505209,1983-08-05,63541777.0,98.0,Risky Business,6.4
65000000,861,12.954444,1990-06-01,261317921.0,113.0,Total Recall,7.1
6000000,9377,12.724645,1986-06-11,70136369.0,103.0,Ferris Bueller's Day Off,7.5
6000000,11541,13.293569,1982-12-17,1317657.0,115.0,The Year of Living Dangerously,6.8
5500000,11901,9.91087,1973-04-19,15700000.0,105.0,High Plains Drifter,7.4
1800000,4929,7.266576,1968-07-31,6800000.0,114.0,Hang 'em High,6.7
750000,8416,9.931025,1970-10-21,0.0,107.0,The Conformist,7.6
32000000,18254,5.463216,1981-12-25,40382659.0,195.0,Reds,7.1
1000000,56235,0.15025,1999-06-11,0.0,101.0,Return with Honor,4.0
689665,16305,8.64244,1941-11-30,0.0,90.0,Sullivan's Travels,8.0
1250000,19997,14.605464,1953-01-26,8500000.0,92.0,Niagara,6.7
6000000,17352,2.747118,1958-03-18,36800000.0,157.0,South Pacific,6.3
4000000,535,9.888958,1983-04-14,92921203.0,95.0,Flashdance,6.1
5400000,1654,15.640007,1967-06-15,45300000.0,150.0,The Dirty Dozen,7.5
1500000,14831,10.045007,1965-07-29,0.0,92.0,Help!,6.5
2500000,658,13.78884,1964-09-17,124881062.0,110.0,Goldfinger,7.2
2000000,657,12.536729,1963-10-11,78898765.0,115.0,From Russia with Love,6.9
950000,646,19.931606,1962-10-04,59600000.0,110.0,Dr. No,6.9
4500000,5689,11.578578,1980-07-05,58853106.0,104.0,The Blue Lagoon,5.8
200000,391,12.429704,1964-09-12,14500000.0,99.0,A Fistful of Dollars,7.6
3000000,8052,7.04756,1996-02-28,222559.0,96.0,Hard Eight,6.8
18000000,772,13.293722,1992-11-19,358991681.0,120.0,Home Alone 2: Lost in New York,6.3
17000000,31650,3.50111,1987-10-09,10278549.0,106.0,Someone to Watch Over Me,5.8
463455,73575,0.445526,1926-05-14,966878.0,84.0,Sparrows,8.0
700000,302579,0.101618,1999-10-08,10508.0,107.0,Naturally Native,0.0
63000000,550,63.869599,1999-10-15,100853753.0,139.0,Fight Club,8.3
50000000,12220,5.769957,1999-10-13,58900031.0,95.0,The Story of Us,5.9
10000000,404,14.580995,1999-10-15,0.0,112.0,The Straight Story,7.7
5000000,36819,9.841623,1981-07-13,42365581.0,116.0,Time Bandits,6.6
7362000,9343,4.760938,1982-03-04,0.0,158.0,Fitzcarraldo,7.7
19000000,11562,6.645295,1989-10-13,18254702.0,104.0,Crimes and Misdemeanors,7.4
9000000,16162,5.055141,1999-10-22,34573780.0,120.0,The Best Man,6.8
32000000,8649,8.825864,1999-10-22,0.0,121.0,Bringing Out the Dead,6.6
20000000,10563,5.594358,1999-10-22,0.0,98.0,Three to Tango,5.4
13000000,5548,13.485583,1987-07-17,53000000.0,102.0,RoboCop,7.1
35000000,5549,10.969876,1990-06-22,45681173.0,117.0,RoboCop 2,5.6
70000000,856,16.78596,1988-06-21,329803958.0,104.0,Who Framed Roger Rabbit,7.2
28000000,699,9.765123,1981-06-23,195312802.0,127.0,For Your Eyes Only,6.3
32000000,709,11.137888,1989-07-07,156167015.0,133.0,Licence to Kill,5.9
7000000,253,9.773768,1973-07-05,161777836.0,121.0,Live and Let Die,6.4
5500000,660,10.517835,1965-12-16,141195658.0,130.0,Thunderball,6.5
19000000,11377,10.187278,1999-10-29,40846082.0,93.0,House on Haunted Hill,5.5
27000000,26149,3.104943,1999-10-29,14859394.0,124.0,Music of the Heart,6.3
13000000,492,11.416319,1999-09-30,22863596.0,112.0,Being John Malkovich,7.3
2000000,108346,1.241349,1999-10-29,7.0,92.0,Dreaming of Joseph Lees,6.0
26500000,128,17.166725,1997-07-12,159375308.0,134.0,Princess Mononoke,8.2
154790,8056,3.040512,1998-09-16,0.0,103.0,Train of Life,7.4
51000000,2020,5.061725,1999-11-05,36911617.0,101.0,The Bachelor,4.5
73000000,9481,8.884406,1999-11-04,151493655.0,118.0,The Bone Collector,6.5
90000000,9008,11.3569,1999-10-28,60289912.0,157.0,The Insider,7.3
2000000,18111,8.244989,1989-10-01,0.0,96.0,Bride of Re-Animator,6.1
8000000,16281,10.434018,1982-11-12,21028755.0,120.0,Creepshow,6.7
3500000,16288,9.330087,1987-05-01,14000000.0,92.0,Creepshow 2,5.9
900000,1694,9.867238,1985-10-18,2023414.0,86.0,Re-Animator,7.0
2500000,476,8.026112,1989-09-09,4729352.0,100.0,Drugstore Cowboy,7.0
25000000,37094,10.175138,1993-02-26,40903593.0,113.0,Falling Down,7.2
750000,961,8.002953,1926-12-31,0.0,79.0,The General,8.0
483103,73969,0.205671,1927-10-31,1027757.0,80.0,My Best Girl,8.0
660000,24831,16.038604,1978-08-03,0.0,94.0,Piranha,5.7
5000000,21610,5.830675,1981-03-17,19905359.0,99.0,Nighthawks,6.4
22700000,957,9.10373,1987-06-24,38119483.0,96.0,Spaceballs,6.7
15000000,11886,11.179855,1973-11-08,32056467.0,83.0,Robin Hood,7.0
12000000,62204,8.341166,1981-12-15,55260558.0,100.0,Quest for Fire,7.2
15000000,11040,8.186994,1970-12-14,31559552.0,139.0,Little Big Man,7.5
40600000,1621,14.285052,1983-06-07,90400000.0,116.0,Trading Places,7.1
20000000,47941,0.69162,1981-07-31,2297493.0,98.0,Under the Rainbow,4.9
23000000,21349,12.593734,1999-11-12,18653615.0,114.0,Anywhere But Here,5.9
10000000,1832,8.559088,1999-11-12,30652890.0,130.0,Dogma,6.8
60000000,10047,9.471838,1999-10-18,66976317.0,148.0,The Messenger: The Story of Joan of Arc,6.2
30000000,10228,7.556826,1998-07-18,163644662.0,75.0,Pokémon: The First Movie: Mewtwo Strikes Back,6.7
10000000,9289,10.770928,1962-09-25,50100000.0,178.0,The Longest Day,7.3
25485000,11165,7.262326,1970-01-26,29548291.0,144.0,Tora! Tora! Tora!,6.9
700000,4203,5.470331,1988-03-14,7179298.0,88.0,Women on the Verge of a Nervous Breakdown,7.6
16000000,24226,9.596883,1982-12-08,53977250.0,129.0,The Verdict,7.4
300000,11481,6.825852,1965-06-01,0.0,105.0,Repulsion,7.5
100000000,2668,11.072361,1999-11-18,206071502.0,105.0,Sleepy Hollow,6.9
135000000,36643,12.130127,1999-11-08,361832400.0,128.0,The World Is Not Enough,6.0
8272296,99,10.000915,1999-04-19,67872296.0,101.0,All About My Mother,7.4
133000,5156,13.233136,1948-11-24,361712.0,93.0,Bicycle Thieves,8.0
4000000,24276,3.350126,1987-08-28,1680358.0,132.0,Matewan,7.2
750000,596,9.668636,1940-03-15,0.0,129.0,The Grapes of Wrath,7.8
28000000,11393,12.319855,1984-05-11,47951979.0,137.0,The Natural,7.0
14000000,10998,14.260779,1987-09-11,320145693.0,119.0,Fatal Attraction,6.6
15000000,12235,3.892311,1985-10-04,0.0,108.0,Jagged Edge,6.5
23000000,36094,1.914881,1990-02-09,5820015.0,104.0,Stanley & Iris,5.7
30000000,9013,5.564321,1988-07-20,38413606.0,126.0,Midnight Run,7.2
75000000,2924,9.883727,1991-05-24,152368585.0,137.0,Backdraft,6.4
24000000,177,11.184385,1991-09-09,41895491.0,137.0,The Fisher King,7.2
18000000,38557,6.303384,1984-12-01,11500000.0,122.0,The River,6.5
100000000,9946,9.62371,1999-11-24,211989043.0,121.0,End of Days,5.5
90000000,863,17.547693,1999-10-30,497366869.0,92.0,Toy Story 2,7.3
38000000,22267,7.059308,1999-11-24,635096.0,138.0,Ride with the Devil,6.6
312000,55123,0.88888,1999-11-28,1281176.0,102.0,Tumbleweeds,6.2
23000000,20024,6.200344,1999-12-03,10827816.0,102.0,The End of the Affair,6.6
47000000,9586,5.507082,1990-12-21,15691192.0,125.0,The Bonfire of the Vanities,5.3
19000000,32669,4.476578,1990-08-10,10000000.0,138.0,The Two Jakes,6.2
17000000,10402,6.567794,1999-12-10,65535067.0,88.0,Deuce Bigalow: Male Gigolo,5.4
60000000,497,19.96678,1999-12-10,284600000.0,189.0,The Green Mile,8.2
24000000,1715,9.526781,1999-12-17,88545092.0,126.0,The Cider House Rules,6.9
1300000,25188,5.961382,1971-10-03,29133000.0,118.0,The Last Picture Show,7.6
650000,15515,11.118379,1958-12-05,0.0,88.0,The 7th Voyage of Sinbad,6.8
75000000,1439,17.65016,1999-12-16,0.0,148.0,Anna and the King,6.4
100000000,2277,9.369918,1999-12-17,93700000.0,131.0,Bicentennial Man,6.9
133000000,10137,8.3595,1999-12-17,300135367.0,84.0,Stuart Little,5.8
80000000,49948,14.972573,1999-12-17,90874570.0,74.0,Fantasia 2000,7.0
37000000,334,9.091636,1999-12-08,48451803.0,188.0,Magnolia,7.5
14000000,30237,7.171138,1999-12-22,206128.0,104.0,Onegin,5.8
10000000,50116,3.143748,1999-09-15,929606.0,106.0,Simpatico,5.3
360000,624,8.635841,1969-05-07,0.0,95.0,Easy Rider,7.0
55000000,9563,10.571434,1999-12-16,100230832.0,163.0,Any Given Sunday,6.8
82000000,1850,13.217419,1999-12-22,47434430.0,118.0,Man on the Moon,6.9
45000000,926,15.831374,1999-12-23,90683916.0,102.0,Galaxy Quest,6.9
40000000,1213,11.65502,1999-12-25,128798265.0,139.0,The Talented Mr. Ripley,7.1
11000000,10471,10.06545,2000-01-12,59827328.0,98.0,Next Friday,6.5
50000000,10400,5.716009,1999-09-17,73956241.0,146.0,The Hurricane,7.2
25,10397,4.496585,1999-12-25,13.0,145.0,Angela's Ashes,7.0
24000000,20761,4.347609,1999-12-25,8434146.0,124.0,Play It to the Bone,5.7
40000000,3558,8.285062,1999-12-21,0.0,127.0,"Girl, Interrupted",7.6
7000000,17908,7.061185,2000-01-14,0.0,95.0,My Dog Skip,6.5
90000000,10384,5.496624,2000-01-14,14828081.0,91.0,Supernova,4.9
24554,48233,0.154526,1998-09-12,140021.0,95.0,The Terrorist,8.1
1661530,632,9.47371,1953-05-29,0.0,120.0,Stalag 17,7.6
12000000,5924,15.698433,1973-12-13,53267000.0,151.0,Papillon,7.8
200000,11900,0.854963,1970-09-16,0.0,96.0,Even Dwarfs Started Small,6.6
10000000,10493,13.464246,1989-04-07,7825000.0,96.0,Dead Calm,6.6
4500000,13342,14.658885,1982-08-13,27092880.0,90.0,Fast Times at Ridgemont High,7.0
15000000,35119,3.970538,1988-11-11,6908797.0,120.0,A Cry in the Dark,6.4
6000000,14919,7.29114,1993-12-25,5617391.0,76.0,Batman: Mask of the Phantasm,7.4
250000,47620,1.924535,1991-04-05,609524.0,85.0,Poison,6.4
9000000,10472,3.847088,2000-01-21,0.0,91.0,Down to You,4.9
15000000,18681,3.773058,1999-09-04,0.0,109.0,Eye of the Beholder,5.3
36000000,75531,0.907927,2000-01-28,3003296.0,95.0,Isn't She Great,4.6
34000000,1883,14.207001,1992-11-18,48169908.0,202.0,Malcolm X,7.3
31000000,2005,18.83065,1992-05-28,231605150.0,100.0,Sister Act,6.5
38000000,6279,12.986842,1993-12-09,57319029.0,107.0,Sister Act 2: Back in the Habit,5.9
11700000,11087,6.672715,1992-01-10,88036683.0,110.0,The Hand that Rocks the Cradle,6.5
32000000,7305,8.662287,1993-01-15,36733909.0,120.0,Alive,6.7
31000000,9475,14.505987,1992-12-23,134095253.0,157.0,Scent of a Woman,7.3
20000000,8872,10.180776,1992-02-14,121697323.0,94.0,Wayne's World,6.5
40000000,11287,10.852038,1992-07-01,107458785.0,128.0,A League of Their Own,6.8
45000000,9869,11.075674,1992-06-04,178051587.0,117.0,Patriot Games,6.4
25000000,619,9.805017,1992-11-25,411006740.0,129.0,The Bodyguard,6.2
55000000,9374,11.017417,1992-07-30,149022650.0,104.0,Death Becomes Her,6.3
60000000,11259,7.472753,1992-05-22,137783840.0,140.0,Far and Away,6.3
10000000,1923,8.736538,1992-06-03,4160851.0,134.0,Twin Peaks: Fire Walk with Me,7.3
7000000,10206,4.941989,1992-07-24,16624456.0,86.0,Buffy the Vampire Slayer,5.3
4500000,11782,10.184313,1992-04-16,0.0,126.0,Hard Boiled,7.4
220000,9367,9.972591,1992-09-04,2040920.0,81.0,El Mariachi,6.6
1000000,12143,6.417037,1992-09-16,2019469.0,96.0,Bad Lieutenant,6.9
40000000,4234,9.738371,2000-02-03,161834276.0,116.0,Scream 3,5.7
16000000,9605,7.246119,1992-08-14,48017402.0,107.0,Single White Female,6.0
6000000,8374,12.457908,1999-01-22,30471.0,108.0,The Boondock Saints,7.2
10000000,29076,6.370105,2000-02-04,1631839.0,101.0,Gun Shy,5.4
40000000,1907,14.430311,2000-02-11,144056873.0,119.0,The Beach,6.3
30000000,15655,7.023414,2000-02-11,45554533.0,77.0,The Tigger Movie,6.3
200000,77908,0.06431,2000-02-11,1160268.0,93.0,Trois,4.5
520000,30062,5.394715,1976-12-25,0.0,91.0,Eaten Alive,4.9
640000,25934,8.138554,1967-06-14,0.0,105.0,"To Sir, with Love",7.6
26000000,14181,8.518425,2000-02-18,28780255.0,118.0,Boiler Room,6.5
40000000,10385,6.474767,2000-02-16,36037909.0,94.0,Hanging Up,5.0
23000000,2787,6.424399,2000-02-18,53187659.0,108.0,Pitch Black,6.7
41300000,2069,12.061521,2000-02-18,106371651.0,98.0,The Whole Nine Yards,6.3
9000000,28978,6.714813,1928-01-06,0.0,71.0,The Circus,8.0
1500000,901,10.891524,1931-01-30,19181.0,87.0,City Lights,8.2
250000,10098,8.168456,1921-01-21,2500000.0,68.0,The Kid,8.0
42000000,2155,12.11759,2000-02-25,32168970.0,124.0,Reindeer Games,5.3
35000000,11004,5.922739,2000-02-22,0.0,111.0,Wonder Boys,6.9
6000000,47816,0.651625,2000-03-01,9000000.0,82.0,3 Strikes,5.9
20000000,20682,2.241861,2000-09-22,0.0,96.0,Chain of Fools,5.9
16000000,25166,4.372616,2000-03-03,15427192.0,96.0,Drowning Mona,5.4
25000000,1831,2.971999,2000-03-03,24362772.0,108.0,The Next Best Thing,4.3
60000000,10416,1.994868,2000-03-03,0.0,105.0,What Planet Are You From?,5.4
2053648,14271,2.691433,1999-10-22,500000.0,102.0,Beyond the Mat,7.8
6000000,10839,9.103168,1977-01-29,0.0,132.0,Cross of Iron,6.6
12000000,11296,16.243093,1984-12-14,1400000.0,120.0,Birdy,6.9
24500,28172,1.783412,1963-06-06,4000000.0,67.0,Blood Feast,5.3
50000,28180,0.649273,1965-10-13,0.0,79.0,Color Me Blood Red,5.0
1500000,29478,2.501072,1961-05-28,0.0,128.0,A Raisin in the Sun,7.1
65000,28177,1.682434,1964-03-20,0.0,87.0,Two Thousand Maniacs!,6.2
90000000,2067,9.021107,2000-03-10,60874615.0,114.0,Mission to Mars,5.7
38000000,622,11.316349,1999-08-24,58401898.0,133.0,The Ninth Gate,6.3
2300000,20283,4.806374,1979-05-24,20000000.0,100.0,Breaking Away,7.4
9000000,5693,6.484495,1986-11-14,28607524.0,114.0,Hoosiers,7.1
7000000,287,6.924072,1988-06-15,50888000.0,108.0,Bull Durham,6.6
1800000,968,7.530126,1975-08-11,46665856.0,125.0,Dog Day Afternoon,7.6
777000,838,9.188584,1973-08-01,140000000.0,110.0,American Graffiti,6.9
3750000,3114,7.803856,1956-03-13,0.0,119.0,The Searchers,7.7
19000000,31618,2.812811,1988-08-26,0.0,127.0,Betrayed,5.6
800000,68427,1.09058,1991-09-10,0.0,112.0,Daughters of the Dust,6.8
40000000,820,13.813146,1991-12-20,205405498.0,189.0,JFK,7.5
17000000,58048,1.408849,1986-08-29,0.0,97.0,Shanghai Surprise,2.9
18000000,918,6.696292,1987-03-27,39321715.0,95.0,Blind Date,5.6
12000000,61178,7.569698,1987-08-07,5669831.0,83.0,Nadine,5.5
8000000,11899,5.89335,1984-07-13,0.0,94.0,The Muppets Take Manhattan,6.5
1805000,16535,12.90707,1953-04-11,4905000.0,98.0,Titanic,6.2
1680000,10971,6.560231,1958-12-16,0.0,123.0,A Night to Remember,7.5
52000000,462,10.135446,2000-03-17,256271286.0,131.0,Erin Brockovich,7.1
23000000,9532,14.961416,2000-03-16,53302314.0,98.0,Final Destination,6.4
1850000,11570,2.255459,1952-09-27,0.0,105.0,The Crimson Pirate,6.9
16000000,1541,14.785388,1991-05-24,45361000.0,130.0,Thelma & Louise,7.2
2700000,8469,7.525382,1978-07-27,141000000.0,109.0,Animal House,7.0
6500000,925,10.465403,1989-06-30,37295445.0,120.0,Do the Right Thing,7.6
10000000,41823,2.715137,1990-08-03,16153593.0,129.0,Mo' Better Blues,6.3
14000000,1713,7.701918,1991-06-07,32482682.0,132.0,Jungle Fever,6.0
500000,54825,2.329233,1989-07-15,0.0,5.0,Creature Comforts,7.3
3000000,13939,12.968011,1974-07-24,22000000.0,93.0,Death Wish,7.0
2000000,14373,7.965003,1982-02-20,45000000.0,88.0,Death Wish 2,6.1
9000000,24873,12.829904,1985-11-01,16945171.0,92.0,Death Wish 3,6.1
5000000,34746,3.595599,1994-01-14,1702394.0,95.0,Death Wish 5: The Face of Death,5.0
927262,996,6.49432,1944-04-24,2500000.0,107.0,Double Indemnity,8.0
6000000,1496,2.329486,1991-10-18,1193062.0,91.0,Cool as Ice,4.7
13500000,1498,13.184585,1990-03-30,202000000.0,93.0,Teenage Mutant Ninja Turtles,6.5
25000000,1497,7.994266,1991-03-22,78000000.0,88.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8
21000000,1499,8.13688,1993-03-17,42000000.0,96.0,Teenage Mutant Ninja Turtles III,5.1
4200000,1880,8.233168,1984-08-10,38376497.0,114.0,Red Dawn,6.4
8700000,33762,4.397712,1986-04-11,4865912.0,109.0,Band of the Hand,6.9
1500000,11690,8.822276,1988-02-26,11806119.0,92.0,Bloodsport,6.6
7000000,29143,3.705714,1978-08-02,20000000.0,104.0,Eyes of Laura Mars,5.7
13000000,801,9.023282,1987-12-23,123922370.0,121.0,"Good Morning, Vietnam",7.1
4000000,1879,5.032469,1967-12-11,56666667.0,108.0,Guess Who's Coming to Dinner,7.6
25000000,2085,8.369176,2000-03-20,91036760.0,115.0,Romeo Must Die,6.0
15000000,16222,3.550711,2000-03-31,9902115.0,94.0,Whatever It Takes,5.1
8500000,37722,1.241671,2000-03-23,327418.0,105.0,Waking the Dead,6.5
250000,9960,7.597775,1963-08-13,0.0,92.0,Lord of the Flies,6.6
1,3082,8.159556,1936-02-05,8500000.0,87.0,Modern Times,8.1
55000000,2102,0.653162,1990-07-14,0.0,112.0,Solar Crisis,4.4
2500000,24748,4.526285,1963-05-29,10000000.0,112.0,Hud,7.4
2000000,990,9.333533,1961-09-25,7600000.0,134.0,The Hustler,7.6
4000000,9764,4.713259,1975-08-02,0.0,144.0,Dersu Uzala,8.0
20000000,840,10.610446,1977-11-16,303788635.0,135.0,Close Encounters of the Third Kind,7.2
25000000,2291,8.176863,1990-11-02,25965144.0,113.0,Jacob's Ladder,7.3
6500000,16620,6.476534,1987-07-24,54215416.0,108.0,La Bamba,6.8
20000000,526,8.157587,1985-03-27,18432000.0,121.0,Ladyhawke,6.8
6000000,13346,4.57535,1986-03-28,8200000.0,108.0,Lucas,6.4
30000000,243,8.524956,2000-03-17,47126295.0,113.0,High Fidelity,7.0
95000000,10501,8.755188,2000-03-31,76432727.0,89.0,The Road to El Dorado,7.0
15000000,11478,11.363754,2000-03-31,35007180.0,106.0,The Skulls,5.7
4653000,6644,7.070669,1966-12-17,6000000.0,120.0,El Dorado,7.2
70000000,879,14.508137,1991-12-11,300854823.0,144.0,Hook,6.7
300000,32613,12.004189,1972-09-30,0.0,90.0,Horror Express,6.2
2300000,11327,7.186048,1978-09-12,35000000.0,121.0,Midnight Express,7.6
20000000,1700,15.020845,1990-11-28,61276872.0,107.0,Misery,7.6
43000000,54087,0.987196,1992-09-23,13300000.0,119.0,Mr. Saturday Night,5.2
13000000,34322,1.46034,1985-12-25,30867525.0,107.0,Murphy's Romance,5.7
3800000,10774,13.180457,1976-11-01,23689877.0,121.0,Network,7.8
15000000,10083,11.457803,1987-08-14,35509515.0,114.0,No Way Out,6.9
3700000,10747,5.849522,1976-06-30,31800000.0,135.0,The Outlaw Josey Wales,7.4
10000000,38809,1.191035,1999-09-04,5241315.0,98.0,Black and White,4.6
31000000,10559,10.163266,2000-04-28,68106245.0,118.0,Frequency,7.0
24000000,20697,3.69298,2000-04-07,12372410.0,107.0,Ready to Rumble,4.7
24000000,2621,5.269733,2000-04-07,36609995.0,115.0,Return to Me,6.1
60000000,10479,10.278274,2000-04-07,71000000.0,128.0,Rules of Engagement,6.0
5000000,46625,1.621193,1997-09-12,0.0,122.0,The End of Violence,5.1
5000000,17339,5.05047,1978-11-01,7230000.0,118.0,Force 10 from Navarone,6.4
2800000,11305,4.814921,1989-09-06,0.0,113.0,Mystery Train,7.0
7000000,13665,14.911301,1981-07-17,95461682.0,97.0,Arthur,6.5
6000000,12309,5.511756,1984-06-29,38435947.0,105.0,Bachelor Party,5.8
18000000,106,18.495694,1987-06-11,98235548.0,107.0,Predator,7.3
30000000,10333,2.960942,1991-12-25,74787599.0,132.0,The Prince of Tides,5.9
12000000,11027,8.049042,1981-03-20,0.0,122.0,The Postman Always Rings Twice,6.4
43000000,10468,4.756669,2000-04-06,0.0,103.0,28 Days,6.0
